Date,Hashtags,Mentions,Permalink,Retweets,Text,To,TweetID,Unnamed: 0
2020-09-06 20:19:12+00:00,,,https://twitter.com/recycledtwice/status/1302702914692153351,0,"I detest Johnson and his cohort with every fibre of my being but can we all stay at home for ever? Covid is here to stay along with AIDS, Polio cancer dementia etc etc life’s a lottery if you live in UK you have a winning ticket in Syria less so",KateWilton1,1302702914692153351,105.0
2020-09-06 19:22:06+00:00,,,https://twitter.com/Teddy43530150/status/1302688544331304962,0,Would help me in paying medical bills for my dad he suffers from dementia and with the covid things have been very challenging,pulte,1302688544331304962,107.0
2020-09-06 19:05:07+00:00,#COVID2019 #ProtectOurChildren #WearAMask,,https://twitter.com/samboshoff1985/status/1302684269312192514,0,My son has CHD and has been no masks in classroom. My concern is not only for his health but I work in dementia care home. We have been covid free throughout. This could all be ruined by kids not wearing masks like I have to in my job #COVID2019 #ProtectOurChildren #WearAMask,PaulBrandITV,1302684269312192514,109.0
2020-09-06 16:54:35+00:00,,,https://twitter.com/Ayosexychoc/status/1302651421855227916,0,"I just got off the phone w/ my aunt(mothers sister) who has dementia  and  currently battlin Covid. Just hearing her voice crushed me. I couldn't stay on the phone, tears were poring down my face  and  I didnt want her 2 hear my sobs. I already lost two family members this year.2020 sigh",,1302651421855227916,120.0
2020-09-06 13:58:25+00:00,,,https://twitter.com/pedley_michele/status/1302607085818048521,0,For me when I am having a really bad day I do not watch tv or read about it. It is now three weeks since I became unwell and two weeks when I received my positive result for covid. Believe me looking after my mum with dementia and special needs brother whilst having covid.,,1302607085818048521,125.0
2020-09-06 12:41:45+00:00,,,https://twitter.com/julian19799247/status/1302587794649485313,0,"My neighbors father had advanced dementia and on the verge of death. Due to organs shutting down, he had a day perhaps two. His death certificate states he died of Covid. I’m hearing about similar stories around the country. What’s the real count. Needs to be investigated",DrEricDing,1302587794649485313,129.0
2020-09-06 11:31:19+00:00,,,https://twitter.com/Heart8719/status/1302570068212158464,0,"In the U.K. my relative with dementia was upset  and  confused why they could not see their family. His wife went along with rules  and  he died anyway, not of covid. After 50 years of seeing him every day, last 3 months he was alone 💔Go see relatives before it is too late. Fight for it",jkalbrechtsen,1302570068212158464,133.0
2020-09-06 10:38:55+00:00,,,https://twitter.com/laughingman91/status/1302556881488154625,0,"Where the fuck were these in Feb/March when my grandad and 80% of the old folks in his dementia room were all killed off by COVID? Useless unprepared, too fucking late fuck head.",MattHancock,1302556881488154625,134.0
2020-09-06 09:17:01+00:00,,,https://twitter.com/Taz1981Taz/status/1302536272402165760,0,"Think he means quite often, these people were just allowed to die. How many while probably not in their best interests could have been saved. Including my 82 year old best mates grandpa who is is the only person I know to have died WITH Covid. He had severe dementia.",MichaelEphgrav4,1302536272402165760,138.0
2020-09-06 09:02:06+00:00,,,https://twitter.com/mithomas20/status/1302532515526311937,0,"Spot on. My Paramedic wife doesn’t have to gown up to the hilt to help heart disease and dementia patients. She has seen first hand the efforts of Covid-19 and is fearful of catching it  and  passing it on to us, her family. Welch  and  Madeley can keep ignorance to themselves",AlexandraScouse,1302532515526311937,139.0
2020-09-06 08:06:28+00:00,,,https://twitter.com/mollymoodles2/status/1302518515044360194,0,"As a person under 55 I am more likely to die in the bath than of covid, yet my business has almost been entirely sacrificed and my mother cannot get care assistance as her dementia diagnosis has been delayed since Mar as appointments are cancelled. It’s just ridiculous",allisonpearson,1302518515044360194,144.0
2020-09-06 06:31:27+00:00,,,https://twitter.com/IBShypnotherapy/status/1302494604793540609,0,I'm a constituent. I'm an ITU nurse who cared for COVID patients during the petrifying peak of the pandemic. I just want you to help me visit my mum (with dementia)in her care home before she dies.,sajidjavid,1302494604793540609,146.0
2020-09-06 01:54:02+00:00,#MIT #Covid19 #FOH,,https://twitter.com/Chantelle617/status/1302424789257252868,0,I was asked to understand the pressure an #MIT professor was under in this Covid climate while never being asked my position. My mother died from #Covid19. My father is post Covid with dementia. But... your CI  and  interest rate are of my top concern? #FOH. Be a human first Profs.,,1302424789257252868,153.0
2020-09-06 01:47:29+00:00,,,https://twitter.com/RoseWinkler/status/1302423143362056192,0,"My mom's in a home 4 dementia. Her drs said I'd b held 4 elder abuse if I let her go back home. I'm disabled Put her in a place she liked. She wasn't even all unpacked when Covid hit. Mar 9, everything locked up. Haven't seen her since. Opened in Aug outside, but too hot. ... /1",reallisaaxelrod,1302423143362056192,154.0
2020-09-06 01:22:40+00:00,,,https://twitter.com/zebra_ballerina/status/1302416895656841218,1,My godmother’s mother. The care-home she was in is one that specialises in providing care to people with dementia; so when Covid-19 went tearing through it wasn’t “just*” people in their 90s like her who died. *because as we know the elderly’s deaths don’t count 🤨😠,notwaving,1302416895656841218,156.0
2020-09-06 00:02:35+00:00,,,https://twitter.com/Mully1897/status/1302396743200452609,0,"Okay, would he have died if he didn't get covid. That's the difference. My dad had dementia. He got pneumonia and that was the cause of death. It they can't say he died of the head injury, they can't list that on the death cert. Covid chose the ending in this case.",rodneyjholland1,1302396743200452609,161.0
2020-09-05 22:31:26+00:00,,,https://twitter.com/kemios/status/1302373804270931969,0,"Sports is an escape for me. Gets my mind off of the stress if my job. I work in a hospital, ever hear of covid-19? Dementia, Cancer and Alcoholism to name a few things. That's why I need to escape. Players are free to protest, kneel whatever. I just want to watch a game.",ColinCowherd,1302373804270931969,165.0
2020-09-05 22:26:07+00:00,,,https://twitter.com/anniecox_/status/1302372465126105096,0,oh also your loved ones have to be dying from covid for it to be novel at this point apparently lol my grandmas been dying for years because she has dementia and barely remembers who i am and has panic attacks every 30 seconds and strokes constantly but won’t tell anyone bc she,,1302372465126105096,166.0
2020-09-05 21:52:59+00:00,,,https://twitter.com/Samnorm1/status/1302364126983778305,0,Being able to see my mum in the nursing home before she passed over. (Dementia) And then having to have a covid-19 funeral for her large family instead of a normal one.,MadFckingWitch,1302364126983778305,167.0
2020-09-05 20:23:30+00:00,,,https://twitter.com/purse_sin/status/1302341609619632129,0,"🤣 Why is this so hard for y’all to understand? Some of the other causes include: Poisoning Accidents Adverse events Dementia Sepsis Cancer Heart failure Wow, I had no idea...COVID now causes cancer and heart failure now too?!? Where’s my mask?!?! ",cloudsplitter3,1302341609619632129,172.0
2020-09-05 17:52:51+00:00,,,https://twitter.com/jrobertson347/status/1302303694407389184,0,"I’m so sorry for your loss. My beautiful, sweet, kind Mom just passed a few days ago after battling dementia as well. It is a disease that robs you of so much, and such a difficult time to lose a loved one during Covid. My thoughts are with you and your family.",WBrettWilson,1302303694407389184,176.0
2020-09-05 16:51:58+00:00,,,https://twitter.com/IamMEwalrus/status/1302288376079450119,0,"180,000 dead Americans. Lmao. 10,000 due to Covid, thank you. My 83 year old aunt w/dementia in nurse home, q-tined since Feb, just had and recovered from “deadly” Covid in THREE DAYS. The election infection!",DotDotDot_John,1302288376079450119,182.0
2020-09-05 16:34:38+00:00,,,https://twitter.com/Humansofcovid_/status/1302284011021176837,0,"...I guess I’m pretty good with my patients who have dementia. Doing anything with a child takes twice as long and you have to speak really clearly and slowly at times, and those skills have been really useful...",,1302284011021176837,185.0
2020-09-05 13:55:00+00:00,,,https://twitter.com/smithwjhg/status/1302243838594101249,2,This was one of my fav stories we have done lately. My wife works in skilled nursing & tells me all the time how her patients have struggled since COVID-19 and not seeing family. Many have dementia  and  don’t understand. So happy for this couple! ❤️ ,,1302243838594101249,198.0
2020-09-05 13:25:11+00:00,,,https://twitter.com/shug5967/status/1302236335869243393,0,"Feel your pain Chris ,my mum had vascular dementia was sad watching her memories fade,might sound bad but I was kinda glad when in her care home covid took her before she totally forgot her memories",chris_sutton73,1302236335869243393,201.0
2020-09-05 11:36:53+00:00,,,https://twitter.com/CrednesCodPeace/status/1302209079461412864,0,"Just had a bit of worrying news, a member of staff at my 86 year old dementia suffering dads care home has contracted Covid  and  the care home has gone into full lockdown.",,1302209079461412864,207.0
2020-09-05 05:55:32+00:00,,,https://twitter.com/SacThriftChick/status/1302123176852299776,0,"Speaking of old ladies in nursing homes, my stepgrandmother, who is ancient and far gone from dementia, has COVID now. I just hope it doesn't cause her any suffering.",,1302123176852299776,217.0
2020-09-05 05:06:35+00:00,,,https://twitter.com/MidNight_T0kR/status/1302110857023938561,0,Excuse my ignorance but does a sympathetic trend have an inverse relationship? My dad has dementia and is mid 70s. He’s a die hard Vietnam vet. I’m concerned he will get covid at the VA. The VA should give HCQ as a prophylactic to at risk vets.,EthicalSkeptic,1302110857023938561,220.0
2020-09-05 03:27:15+00:00,,,https://twitter.com/josette_rice/status/1302085858946883584,0,It's been so hard to only be able to see my mother-in-law who has dementia through a window! Before Covid I sat with her every night for 4-5 hours until she went to sleep. 😕 I love those lucid moments! 😊,KendallRaeOnYT,1302085858946883584,225.0
2020-09-05 02:43:16+00:00,,,https://twitter.com/jenna701/status/1302074792347160577,0,"Well my dad was in a nursing home, we were not allowed to see him. He also had dementia. Covid is the result and on his death certificate. He also had bed sores which tells me he’s been staring at a ceiling for months because he couldn’t speak to defend himself.",nutz_doh,1302074792347160577,230.0
2020-09-05 01:46:13+00:00,#RIP #COVID,@NYGovCuomo,https://twitter.com/bflony123/status/1302060433218641922,1,I asked my friend how her mom was.. I hadn't seen her in months..she had dementia..she was in nursing home...need I say more? #RIP blood on YOUR hands DICTATOR @NYGovCuomo #COVID ,karol,1302060433218641922,240.0
2020-09-05 00:42:55+00:00,,,https://twitter.com/AEmptyu/status/1302044503524737029,1,"My mother lacks capacity - she has vascular dementia, not covid ( and  is 90) Presenting with a mobility issue at A and  E, staff allowed no one whatever past the entrance with her - 'because -covid19' She doesn't even know her address, never mind why she was there /1",doctor_oxford,1302044503524737029,244.0
2020-09-04 21:50:06+00:00,,,https://twitter.com/WildRoseSarah/status/1302001015466663937,0,You are requiring all LTC Facilities to begin conducting routine facility wide Covid testing. My loved one’s facility has not had ONE resident test positive. My LO has dementia. She is a very frail. Are you going to hold her down to get the negative results? Outrageous and cruel!,GovTimWalz,1302001015466663937,253.0
2020-09-04 20:19:23+00:00,#Crazy #Covid19UK,@BorisJohnson,https://twitter.com/heavensent67/status/1301978183915524098,0,Exactly! Same my dad has dementia he’s 76 in a care home survived covid 🙏🏼 but still not able to visit him 😔 But I can go the pub or gym or swimming #Crazy #Covid19UK @BorisJohnson,KathrynRoyle,1301978183915524098,257.0
2020-09-04 19:14:16+00:00,,,https://twitter.com/KathrynRoyle/status/1301961796530712576,1,"I can swim, go to the gym and gamble but no chance of seeing my mum in a care home with end stage dementia which has accelerated by having covid. Five months of visits stolen away from us thanks to lockdown, as our loved one continues to deteriorate. A cruel race against time.",bradfordmdc,1301961796530712576,264.0
2020-09-04 18:42:28+00:00,,,https://twitter.com/Allison_P_Crow/status/1301953793656061952,0,"Not great. I’m very close with my grandma, she’s two states away and not doing well. Within a matter of months dementia has appeared and gotten severe. Because of Covid, I’m afraid she’ll pass before I can see her again.",AlainaHuffman,1301953793656061952,267.0
2020-09-04 17:26:14+00:00,,,https://twitter.com/WearyWithToil/status/1301934611757494274,0,My dad was finally due to have his dementia assessment today after a long covid-related delay. My dad refused his consent for his dementia assessment today.,,1301934611757494274,273.0
2020-09-04 16:35:21+00:00,,,https://twitter.com/veeintheplace2b/status/1301921803296739328,0,"I got laid off due to Covid-19, my father has dementia and I help pay his bills. I have a 2 and 3 yr old at home and I haven't been able to find a job, although I have been steadily seeking employment. 😓 please, anything helps $veeurdaneta13",pulte,1301921803296739328,275.0
2020-09-04 16:09:58+00:00,,,https://twitter.com/akelll__/status/1301915415224999936,0,"My Poppop, in the early stages of dementia, is alone in a hospital right now because of covid regulations and apparently every time someone walks into his room he asks if it’s my mommom coming in. My fucking heart 💔",,1301915415224999936,282.0
2020-09-04 15:42:00+00:00,,,https://twitter.com/gayleenfroese/status/1301908377040162819,0,"TFW your mother says she thinks she has dementia  and  should go on Aricept  and  you tell her to tell her doctor so she can get testing  and  she goes to the doc  and  forgets all about it  and  talks about her arthritis instead. (I'd have gone with, but 500km away + COVID. My dad went.)",,1301908377040162819,284.0
2020-09-04 14:57:00+00:00,,,https://twitter.com/iamdsturdi/status/1301897055103836160,0,It’s true for some but my homegirls gma died from COVID Last Saturday and all she had was a small touch of dementia . She wasn’t terminally ill.,Nick_Flores13,1301897055103836160,291.0
2020-09-04 14:52:30+00:00,#familymatters,,https://twitter.com/adamson0901/status/1301895919999352834,0,I haven’t seen my Mum since March who has dementia and in a care home. The home is Covid free and it’s difficult I know to decide but cannot continue to have no contact with family for a continued extended period. #familymatters,BBCr4today,1301895919999352834,293.0
2020-09-04 14:41:36+00:00,,,https://twitter.com/sarwendah/status/1301893179759710210,0,In memory of my late Mum suffered from Dementia. Prevention is crucial. 75 Persen Kematian Pasien COVID-19 adalah Penderita Demensia ,,1301893179759710210,295.0
2020-09-04 14:36:22+00:00,,,https://twitter.com/Trotbagz/status/1301891862425407493,0,"It doesn't matter! They wouldn't have died YET if they didn't catch covid. My 80 year old grandad is a type 2 diabetic, had cancer, a little overweight and is in the very early stages of dementia. Is it alright if he dies now then? What if we don't want him to die yet? Oh well?",AndreJacobs1081,1301891862425407493,297.0
2020-09-04 13:25:27+00:00,,,https://twitter.com/K_K3N_13/status/1301874015342964737,0,"He has dementia so bad now , he does not know or comprehend my mom or his wife are gone , plus the nursing home is on lock down because of Covid-19 , not sure I will ever see him again right now .",lynnluvseddie,1301874015342964737,306.0
2020-09-04 12:19:25+00:00,,,https://twitter.com/hogshawdunn/status/1301857398471168000,0,I am so very sad to see this Chris - I lost my dad this March to Cancer & Dementia just before Covid hit - so we were with him as he passed away in his care home - I cannot imagine how stressful and upsetting it is for those who have not been able to spend time with their loved,chris_sutton73,1301857398471168000,311.0
2020-09-04 11:42:15+00:00,,,https://twitter.com/ossieend/status/1301848043684327424,0,I know exactly how you feel. I lost my mum at Easter after battling dementia. Covid eventually ganged up as well. Terrible to see a parent decline so badly.,chris_sutton73,1301848043684327424,319.0
2020-09-04 11:37:07+00:00,,,https://twitter.com/paleezanoel/status/1301846752698433542,0,"I visited my grandpa, Poppi, at his nursing home yesterday. Due to severe dementia and a rapid decline, he had to be separated from my grandma, Nonni. She lives in assisted living but does not qualify for a nursing home. They had to be separated during COVID.",,1301846752698433542,321.0
2020-09-04 11:20:38+00:00,,,https://twitter.com/shc0605/status/1301842605999894530,0,My Oma (my last living grandparent and by FAR my fave) was diagnosed with dementia yesterday. That appointment was supposed to happen in March but got pushed back due to COVID. We won’t know the severity until the neurologist reviews the CT scan...which can again take months 😞,,1301842605999894530,326.0
2020-09-04 08:38:46+00:00,#millvina #brushwood #becausewecare #allasbadaseachother,@lpoolcouncil,https://twitter.com/EMFMurray/status/1301801870285996032,0,"Timely!Afraid my 90 year old mother with dementia and complex nursing needs contracted and survived Covid when there were no tests.Not to worry,being evicted from her £17m+ care home by @lpoolcouncil should see her off. #millvina #brushwood #becausewecare #allasbadaseachother",Helen_Whately,1301801870285996032,337.0
2020-09-04 07:34:00+00:00,,,https://twitter.com/MoodyBlues85/status/1301785568456646660,0,No they were not. My loved ones didn't die from Covid but you thought it would be a good idea to put it on the death certificate. Didn't know dementia and cancer were linked to Covid. Stop spreading the lies and give us the REAL numbers,SkyNews,1301785568456646660,343.0
2020-09-04 06:15:33+00:00,,,https://twitter.com/rainbowclaire/status/1301765826152984577,2,"My Dad's 70th birthday was always supposed to be a celebration. Family, friends, laughter. But the reality is my dad has dementia and Covid has robbed us of even seeing him. ",,1301765826152984577,351.0
2020-09-04 03:37:18+00:00,,,https://twitter.com/Sippi48/status/1301726003375624194,1,"I support police but I also believe white supremacists have infiltrated law enforcement. My thoughts are with the black and brown officers who are hurting right now, many of whom are dying of COVID.",Avenger4USA,1301726003375624194,357.0
2020-09-04 03:34:42+00:00,#Dodgers #Dodgers #WhiteSox #coldbeer,,https://twitter.com/hwkhaze/status/1301725349160595458,0,"Had a 20 minute conversation with Dad tonight. We talked sports, beer and covid. Dad has dementia and won't remember the chat. I will remember it the rest of my life. #Dodgers #WhiteSox and #coldbeer and covid sucks!",,1301725349160595458,358.0
2020-09-04 03:20:35+00:00,,,https://twitter.com/Barbara75939296/status/1301721793384927232,0,"Well, my anonymous sources say he has dementia AND Covid! 🤣",DarnelSugarfoo,1301721793384927232,360.0
2020-09-04 03:18:51+00:00,,,https://twitter.com/adv_australia/status/1301721361027534850,0,And this is my problem with the whole thing. People with late stage dementia and stage 4 cancer are being put down as a COVID death which is absolute horse shit.,fathobbitsesss,1301721361027534850,361.0
2020-09-04 02:06:10+00:00,,,https://twitter.com/rschriefer/status/1301703068053110784,0,Oh Jan - I just lost my mom to dementia  and  Covid and this so painful. My thoughts are with you and your folks.,JanCBS,1301703068053110784,372.0
2020-09-04 01:54:21+00:00,,,https://twitter.com/Roxanesweet/status/1301700095117799424,1,"It is true, Rory. My dad who has dementia, is in a nursing home. We get 30 min once a week, otherwise it’s thru a 2in slit in window. He’d 2 go 2 hospital for a few hrs, had a temp &gt;in isolation for 2 weeks in NH. He had a life before Covid. Now he doesn’t.",1rorycowan,1301700095117799424,373.0
2020-09-04 00:25:49+00:00,,,https://twitter.com/Zathras3/status/1301677813486026752,0,"His last years were hard. My understanding was he contracted Lyme disease twice & had a bunch of other health issues after that, including dementia  and , at the end, COVID. Awfully tough breaks for the athlete I remember, to whom so many Long Island kids of my age looked up.",Zathras3,1301677813486026752,384.0
2020-09-03 22:28:31+00:00,,,https://twitter.com/saffszyp/status/1301648292753727488,1,my dad died jan 3;“dementia complications”.was in hospice care. also had double aspiration pneumonia  and  about two weeks before i had a bad cough that came out of nowhere. covid????? we’ll never know. suspect dementia wording cause that got him admitted to hospice.,jamiesbowen,1301648292753727488,394.0
2020-09-03 21:32:50+00:00,,,https://twitter.com/kyleforUS/status/1301634279357722624,0,and what am I supposed to do? think about what affliction Rachel Levine has? As far as my understanding goes she has no affliction. That’s my opinion. Are you telling me she has covid? ALS? Dementia? What do you think she has?,Adam43692458,1301634279357722624,404.0
2020-09-03 21:28:17+00:00,,,https://twitter.com/ronquille_paul/status/1301633136384712704,0,Same happened to my sister inlaw. Oklahoma City. Her husband was in a nursing home. But they wouldn'tvlet her see him. He died but didn't have COVID. Dementia at 75.,Tanfox13,1301633136384712704,406.0
2020-09-03 21:18:59+00:00,,,https://twitter.com/thelovelywife/status/1301630794704846848,0,"This is awful. I haven’t left my community since 3-3-20. I look like the old liberal hippy I am. That puts me at risk of being accosted by a MAGA. This is FL folks. Our MAGAs are old, drink 2 much, over use prescription drugs & dementia comes into play. MAGA  and  COVID keep me home. ",TheMouth1969,1301630794704846848,411.0
2020-09-03 19:51:36+00:00,,,https://twitter.com/PJdiploma/status/1301608803423592450,0,"Hell broke loose when both my parents (dad, a dementia patient wheelchair bound and mom with BP, diabetes) got detected with CoVid. It was the most challenging time of our lives but would like to highlight a few things in this thread which defy lot of myths.",,1301608803423592450,430.0
2020-09-03 18:35:02+00:00,,,https://twitter.com/chipward/status/1301589535801970688,0,"My mother died from dementia in December. They list it as a cause of death. Sometimes the body is ""looking for a reason to die"". That was a quote for several nursing home employees. Listing those deaths as COVID is not really accurate and it distorts the virus crisis.",Braedon89054958,1301589535801970688,448.0
2020-09-03 16:54:39+00:00,,,https://twitter.com/RJW373/status/1301564273978683392,1,"My Dad's next door neighbour is taking matters further over the same thing - his mother was 90 and in advanced stages of dementia, cause of death = covid, no test.",que_uk,1301564273978683392,468.0
2020-09-03 15:44:48+00:00,,,https://twitter.com/KirseyBelle/status/1301546697194045440,0,"Not for nothing, but she could have pre dementia. my parents best friend developed it late 40’s. maybe not covid? Either way, she’s a massive drama queen and should’ve been taking all those supplements all along 🤷‍♀️",DixieCupSailor,1301546697194045440,479.0
2020-09-03 14:16:32+00:00,,,https://twitter.com/WolfMustGo/status/1301524483480735744,0,"The rest of the deaths marked down as covid deaths were people who'd actually died from the other co-morbidities they had - heart/kidney failure, dementia (like my great aunt), etc.",PrincessTEF78,1301524483480735744,493.0
2020-09-03 14:12:28+00:00,,,https://twitter.com/NancyKahlo/status/1301523459093204993,0,"My Mum’s did 2 weeks before official lockdown, they still had 22 deaths. Most people are fine with COVID. The vulnerable should shield but the rest of us get on with living. My original point was that I don’t appreciate politicians using dementia patients as political pawns",morris1_k,1301523459093204993,494.0
2020-09-03 14:10:00+00:00,,,https://twitter.com/JoHollands2/status/1301522840529887233,0,"1/7 Personal one here. My mum is in her last hours, dying in a nursing home. Because she is at the 'end of life', her children are able to visit one person at a time. Her death won't be recorded as a Covid death, but as a resident with dementia, and having had to be isolated for",,1301522840529887233,495.0
2020-09-03 14:07:30+00:00,,,https://twitter.com/Liz_UNfair/status/1301522209396195329,0,"How sad. COVID is bad enough, but Lewy body dementia is a complete nightmare. It took my grandfather, and it's taking my dad's father-in-law right now. Condolences to his family. ",Feinsand,1301522209396195329,496.0
2020-09-03 10:38:24+00:00,,,https://twitter.com/clhclhhiggsees/status/1301469589088407553,0,It's about shinning a light into dark corners. I've watched the trailer. And having recently lost my dad to the same (and covid) I'm so pleased that we are trying to rid the stigma that even exists between different types of dementia. And it's not that rare now as a diagnosis.👍,LBDAssoc,1301469589088407553,524.0
