Unnamed: 0,TweetID,Permalink,To,Text,Date,Retweets,Mentions,Hashtags
195,1302247883064909826,https://twitter.com/CaptainKirk1959/status/1302247883064909826,,@MyPlace4U you are causing the deaths of Americans by supporting a draft dodging lying bone spur covid denying piece of shit. By the way he is showing signs of frontal lobe dementia. Which is why he went to his physicians office with secret service goons and took all his files,2020-09-05 14:11:04+00:00,0,@MyPlace4U,
197,1302244084954935296,https://twitter.com/orlaconlan/status/1302244084954935296,,"In Britain some studies suggest dementia has been the commonest “pre-existing condition” in those dying from COVID-19. Many have endured the pandemic in care homes, which have accounted for nearly half of all deaths from COVID-19 in the rich world. ",2020-09-05 13:55:59+00:00,0,,
199,1302239649113538560,https://twitter.com/socmom2025/status/1302239649113538560,TODAYshow,"He didn’t die from Covid. He died from dementia, specifically LBS, which is a horrible disease. He just happen to test positive for COVID. Irresponsible headline.",2020-09-05 13:38:21+00:00,0,,
200,1302237497657761793,https://twitter.com/seagertp/status/1302237497657761793,EthicalSkeptic,"Deaths from dementia (not COVID) jumped by 20,000 per week during max lockdowns last April. Because lockdowns kill. ",2020-09-05 13:29:48+00:00,75,,
202,1302235738730385408,https://twitter.com/SpookyLucifer38/status/1302235738730385408,Dementia_Grimm,Covid-19 is the bigger dick!,2020-09-05 13:22:49+00:00,0,,
203,1302230631196180480,https://twitter.com/politicalmath/status/1302230631196180480,WaltonBuzzGT,"I like Lyman, but he clearly assumes all excess deaths are COVID. We know for a fact that isn't true b/c we've seen huge increases in Alzheimers/dementia deaths. In some states the excess deaths from Alzheimers/dementia alone is more than 100% of state COVID deaths",2020-09-05 13:02:31+00:00,1,,
204,1302229244223926277,https://twitter.com/kmkokorelias/status/1302229244223926277,,"#COVID-19, stigma and the scandalous neglect of people living with #dementia ",2020-09-05 12:57:00+00:00,3,,#COVID #dementia
205,1302226439480119296,https://twitter.com/politicalmath/status/1302226439480119296,,"I generally dislike using excess deaths as ""The true COVID count"" because we know for a fact that Alzheimer's and dementia deaths have soared even in places that have had low COVID infections.",2020-09-05 12:45:52+00:00,12,,
206,1302214096113356803,https://twitter.com/AaronReeves3/status/1302214096113356803,AmandaJC808,I believe they use the term “covid related.” If you’re 95 with dementia and you pass away with coronavirus antibodies. Covid 19,2020-09-05 11:56:49+00:00,0,,
209,1302189821079814145,https://twitter.com/fact_covid/status/1302189821079814145,,4. Dementia and Alzheimer disease was the most common main pre-existing health condition in deaths involving COVID-19 between March and June 2020 (25.6% of all deaths involving COVID-19). Ischaemic heart diseases were the second most common (9.9%). ,2020-09-05 10:20:21+00:00,0,,
212,1302173040172646400,https://twitter.com/Victwic/status/1302173040172646400,jeff_kennett,"You can have dementia or cancer but if you get an acute infection and die eg covid or influenza that is cause of death, chronic illnesses will be noted but not causative.",2020-09-05 09:13:40+00:00,0,,
213,1302172565578887168,https://twitter.com/twtexas33/status/1302172565578887168,NeilKenes,"& yet people want to vote for a 47 year politician who shows signs of dementia. Who’s the lead poser? T = Permanent funding for HBCU, prison reform, prior to COVID lowest unemployment rate.",2020-09-05 09:11:47+00:00,0,,
214,1302125498953326594,https://twitter.com/FullIrishNews/status/1302125498953326594,,"Covid restrictions on dementia services could lead to increase in nursing home admissions, charity says ",2020-09-05 06:04:45+00:00,0,,
215,1302123866899312644,https://twitter.com/AcreofSnow/status/1302123866899312644,JimGaffigan,"You're voting for a man who honestly thought 120 million people died, and that more people died from COVID than two world wars. You are voting for a dementia patient.",2020-09-05 05:58:16+00:00,0,,
216,1302123256397389825,https://twitter.com/Kala_TTIII/status/1302123256397389825,spencelfc6,"COVID causing 'sticky blood' in blood vessels may lead to future dementia cases, not to mention strokes and heart disease so...",2020-09-05 05:55:51+00:00,0,,
218,1302112527187193858,https://twitter.com/sharpeeeapes/status/1302112527187193858,,"When you can sing Killing Me Softly with your total care w/dementia Covid patient while changing him w/your coworker, you know it was a good day.",2020-09-05 05:13:13+00:00,0,,
223,1302105483885461504,https://twitter.com/devistronot/status/1302105483885461504,,HC solved dementia  and  Asperger amid covid-19! Biggest Jackpot supposed in 2017 during Paris trip  and  via media but cancel due to led drug war. Smart Child failed! Jackpot cancel! HC cancel Jackpot for Smart Child! @AC360 @drsanjaygupta @donlemon @HalaGorani @camanpour @CNN @cnni,2020-09-05 04:45:13+00:00,0,@AC360 @drsanjaygupta @donlemon @HalaGorani @camanpour @CNN @cnni,
232,1302067839256293377,https://twitter.com/Ex_spurt/status/1302067839256293377,jeff_kennett,Are you dying of dementia? Because you sound like you're dying of dementia,2020-09-05 02:15:38+00:00,0,,
234,1302066517622706177,https://twitter.com/COVIDLikesThis/status/1302066517622706177,JoanMClements,"Nope! That is a perfect philosophy to live by. When you stop learning, you’re stagnant & begin regressing. When you block out learning & choose delusion over reality, your existence is wasted; also leaves you susceptible to dementia  and  Alzheimer’s. ",2020-09-05 02:10:23+00:00,0,,
235,1302065789009358855,https://twitter.com/blane_matthew/status/1302065789009358855,tedfriel41,"Then why continue with the ""sky is falling"" covid propaganda? Cause that's one of the few things the left has in their arsenal since they're running a dementia patient?",2020-09-05 02:07:29+00:00,0,,
241,1302060004258840576,https://twitter.com/Cape1T/status/1302060004258840576,,More BS by fake MSM! COVID? Yea right. The man’s been suffering from dementia for quite some time. Give it a rest! ,2020-09-05 01:44:30+00:00,0,,
243,1302045697500483585,https://twitter.com/BozoLoon/status/1302045697500483585,1AmericanWoman,"I hate to tell you Cuomo but people die daily, from all sorts of things, all over the world people are dying, it's a fact of life in case you didn't know, but don't show Covid when it's lung cancer, heart attack, stroke, diabetes, dementia an many more",2020-09-05 00:47:39+00:00,0,,
246,1302032714317656064,https://twitter.com/Millsmumm/status/1302032714317656064,BrynCleat,"Anything is possible. Still not millions of deaths though. And many deaths caused by heart failure, dementia, cancer etc are systematically attributed to covid as per all govt guidelines.",2020-09-04 23:56:04+00:00,0,,
247,1302029393435463682,https://twitter.com/joan_isaacs/status/1302029393435463682,AlzheimerBC,COVID has been particularly hard on people living with dementia  and  their caregivers. A big thank you to a generous donor who will double your gift to $25K for @AlzheimerBC #ClimbforAlzheimers.,2020-09-04 23:42:52+00:00,9,@AlzheimerBC,#ClimbforAlzheimers
248,1302020702430617601,https://twitter.com/natehansen42/status/1302020702430617601,jeff_kennett,Many dementia patients worsened while in solitary far faster w COVID.,2020-09-04 23:08:20+00:00,0,,
249,1302008560742739968,https://twitter.com/judgeKangaroo/status/1302008560742739968,smorganism,"Maybe do some research and find out what most of these aged died from. It wasn’t COVID. Heart disease, diabetes, dementia, cancer, renal failure, COPD, the list goes on and 80% of all aged deaths are from 3.3 causes on ave. ",2020-09-04 22:20:05+00:00,0,,
250,1302007941139173377,https://twitter.com/StVitusDance/status/1302007941139173377,Bec2043,Yes Small print says 'Of ALL causes with positive covid test in last 28 days' Pretty certain end of year figures when they take out 4 example the very frail elderly with dementia and a positive test the numbers will drop drastically,2020-09-04 22:17:37+00:00,0,,
256,1301980033666428928,https://twitter.com/crazy5dad70/status/1301980033666428928,wsyx6,"Forget a COVID test, have him take a test to diagnose dementia.",2020-09-04 20:26:44+00:00,0,,
272,1301935287715667970,https://twitter.com/HRooke2/status/1301935287715667970,,@MattHancock are you aware of the devastating effect covid has had on people living with dementia? What are you going to do to rebuild the relationships that have been lost as we cannot visit our loved ones?! Let relatives back into the care homes!!!! 🤬🤬🤬🤬🤬🤬🤬,2020-09-04 17:28:56+00:00,0,@MattHancock,
277,1301918845586743298,https://twitter.com/BME_Dementia/status/1301918845586743298,shutcake,@Simmons_Vic could these be shared via the Whatsapp group in Bradford on Covid please? ,2020-09-04 16:23:35+00:00,1,@Simmons_Vic,
278,1301917860600721408,https://twitter.com/Covid_19_UK/status/1301917860600721408,Sema4beach,"hes probably a good guy, letting it slip through dementia. its true. they would shoot him",2020-09-04 16:19:41+00:00,0,,
286,1301905643067117568,https://twitter.com/Jazd09/status/1301905643067117568,Lorrain90424301,"Bingo. Listen to the waffle and NON answering of the question, like we did before ? COVID is TOO Important to let them pretend to they have dementia and cant recall the question.FFS Time to tear away the blindfold of obedience to our Masters, and to now DEMAND answers ",2020-09-04 15:31:08+00:00,0,,
288,1301904602544119809,https://twitter.com/avaline14/status/1301904602544119809,,"@RealDeniseWelch my 98 year old fathers life before covid!He’s had covid,has antibodies and  currently cannot step outside for a breath of fresh air or see his family!His dementia has deteriorated dramatically!please keep fighting you speak for me #freeDonald",2020-09-04 15:27:00+00:00,0,@RealDeniseWelch,#freeDonald
290,1301897469824032769,https://twitter.com/jasonovens/status/1301897469824032769,,Pre- Covid we had an extensive range of activities in our hospital for dementia patients musicians art craft volunteers sitting with patients Everything changed with Covid We would like to restart these Is anyone aware of these types of activities restarting in their Trust,2020-09-04 14:58:39+00:00,2,,
299,1301891026009886720,https://twitter.com/LynStaunton/status/1301891026009886720,lpoolcouncil,Unless you are one of the 83 Dementia Victims that @lpoolcouncil are evicting into the COVID Pandemic in Oct because we are closing your care homes  and  don’t care .You 83 are old and we dont care about you or your families. We washed our Hands OF YOU . @MattODigs INVESTIGATE,2020-09-04 14:33:03+00:00,4,@lpoolcouncil @MattODigs,
300,1301888634635931650,https://twitter.com/shindigsheff/status/1301888634635931650,SHSCFT,Thanks to @SHSCFT for sharing our latest @shindigsheff report. Do have a read on how local people with #dementia are coping during the Covid-19 restrictions. Our group is supported with funds from Sheffield City Council. We are proud of our long term links with @DementiaVoices,2020-09-04 14:23:33+00:00,1,@SHSCFT @shindigsheff @DementiaVoices,#dementia
309,1301871306141437952,https://twitter.com/fathobbitsesss/status/1301871306141437952,adv_australia,"How is it horse shit? Dementia did not kill them, cancer did not kill them, COVID ultimately killed them and they didn’t have a fighting chance and to say anything like “they were going to die anyway” is disgusting. THEY DIED OF COVID",2020-09-04 13:14:41+00:00,0,,
318,1301848555796267009,https://twitter.com/Bitflight_/status/1301848555796267009,Irritating_Libs,"Now do Ivanka and Michelle Obama's speech. Dementia: now do Mr. person - man - woman - camera - tv So your argument is ""plagiarizing speeches"" or ""Pelosi's hairdresser visit"" when your dream boy is partly responsible for 180,000 covid deaths ? 🧐🤣 impressive...",2020-09-04 11:44:17+00:00,0,,
