Unnamed: 0,TweetID,Permalink,To,Text,Date,Retweets,Mentions,Hashtags
19,1303054948192710658,https://twitter.com/Momofboys26/status/1303054948192710658,EvanAKilgore,He’s always been stupid. Now sadly he’s stupid with dementia. Reading is fundamental!,2020-09-07 19:38:03+00:00,0,,
24,1303043957522337792,https://twitter.com/Joannespekmaher/status/1303043957522337792,FeelBetterOsteo,Our loved ones bring thrown out their covid free homes into possible covid risk homes becaus @lpoolcouncil Are closing 2 new build emi dementia homes less than 1 yr old. Government needs to step in,2020-09-07 18:54:23+00:00,1,@lpoolcouncil,
25,1303040948398698496,https://twitter.com/DonnaBa26878110/status/1303040948398698496,Reaps11,Might help them not get dementia but gonna do f all for covid 😂,2020-09-07 18:42:26+00:00,0,,
26,1303028248842874880,https://twitter.com/nicholelynn75/status/1303028248842874880,Chinn888,"No just ""exposed"" to covid so quarantine is necessary. They wouldn't want to add covid on top of dementia.",2020-09-07 17:51:58+00:00,0,,
27,1303025840121425922,https://twitter.com/floatforevr_/status/1303025840121425922,,Still working 40 hours a week in a care home. The residents with dementia I care for STILL can’t see their families. STILL trying to make sure your granny doesn’t die of Covid. STILL fuming at everyone blatantly hosting house parties 🙃,2020-09-07 17:42:23+00:00,1,,
29,1303018789592879104,https://twitter.com/AngryBritain/status/1303018789592879104,,"Zero Covid, but a few hundred thousand deaths in the UK from obesity, heart disease, the flu, Cancer and dementia are just fine, yet we don’t live in daily fear of those or need to muzzle up in public for them. Curious ... 🤔😷",2020-09-07 17:14:23+00:00,7,,
32,1303009362420609026,https://twitter.com/pmarzi/status/1303009362420609026,pmarzi,"Facts: Such claims misrepresent the data. A death isn’t excluded from the COVID-19 tally just because the person was obese or had diabetes or dementia. Someone with heart problems can still be killed by COVID-19, and the death certificate could mention both as contributing",2020-09-07 16:36:55+00:00,0,,
38,1302999096702140421,https://twitter.com/MoodyBlx/status/1302999096702140421,,"“They require care for all their waking hours, and often supervision when asleep. “The covid-19 pandemic has been a huge ordeal for people with dementia. The loss of routine and social contacts under lockdown have hastened cognitive decline” ",2020-09-07 15:56:07+00:00,1,,
41,1302995557967974400,https://twitter.com/SukiStockwell/status/1302995557967974400,2songsStevie,"The lives of the very elderly with underlying conditions are just as valuable as everyone else's. Heart problems, cancer, dementia, etc are not highly contagious. People with heart problems, cancer, dementia, etc are particularly vulnerable to covid.",2020-09-07 15:42:04+00:00,0,,
43,1302992255226179585,https://twitter.com/microburin/status/1302992255226179585,Claire_M,"What's chilling is CV19 is cardio-vascular as well as respiratory. It exploits (invades) RSA receptors: kidneys, heart, brain, gastro, everywhere. Covid toe to almost dementia like effects. I can still crack 14+hrs sleep after 20 wks. Easy.",2020-09-07 15:28:56+00:00,0,,
44,1302987304068362241,https://twitter.com/Georgejclarke/status/1302987304068362241,RealDeniseWelch,"We all see this happening. Covid used as an excuse for hugely reduced services and saving money. So they are happy for cancer, dementia, diabetes, heart deaths as long as the focus is all on #coviddeaths. How huge with #lockdowndeaths become? Can we start counting that data now?",2020-09-07 15:09:16+00:00,2,,#coviddeaths #lockdowndeaths
49,1302966112263471104,https://twitter.com/Carehomemanage/status/1302966112263471104,,Care Home Management magazine: Dementia carers supported with COVID-19 care decision guide @ucl @mariecurieuk @alzheimerssoc @DementiaUK #dementia #dementiacarers #carehomes,2020-09-07 13:45:03+00:00,0,@ucl @mariecurieuk @alzheimerssoc @DementiaUK,#dementia #dementiacarers #carehomes
50,1302964147517370369,https://twitter.com/Pf55691281/status/1302964147517370369,,@ShelaghFogarty drove 250 miles last weekend to see my dad who is in a care home with dementia . he is in last stages but had to speak to him through the window.since covid outbreak he has deteriorated and was heartbreaking to not be allowed to hug him.keep up the good work,2020-09-07 13:37:15+00:00,0,@ShelaghFogarty,
52,1302952364719009792,https://twitter.com/JulietForTruth/status/1302952364719009792,ASlavitt,"All because of the filthy monster in our WH & GOPigs in Congress who don't give a damn about our Frontline Workers, over 900 have UNNECESSARILY DIED of COVID-19 while trying to save our lives. But, you know, Dementia Donnie is too busy golfing  and  GOPigs are too busy defending it. ",2020-09-07 12:50:26+00:00,0,,
57,1302940954358407171,https://twitter.com/jerryborrelli/status/1302940954358407171,,"@NedLamont Your COVID regulations are Killing people. My neighbor Carolyn has been in convalescent Homes for 2 weeks. She was admitted for dementia. Nobody can visit her, she is only getting worse! It is like she is in prison, but committed no crime! Stop being a tyrant! Love US",2020-09-07 12:05:05+00:00,2,@NedLamont,
58,1302934335662821377,https://twitter.com/ms215/status/1302934335662821377,spare_tyre,Multi-sensory home packs for people living with dementia. A brilliant example of arts orgs adapting creatively (as ever) to Covid - get in touch with the @spare_tyre team for more info. #Arts #Wellbeing #Health,2020-09-07 11:38:47+00:00,1,@spare_tyre,#Arts #Wellbeing #Health
60,1302929688063553536,https://twitter.com/GibChronicle/status/1302929688063553536,,"Covid-19 stress worsens dementia cases, GADS says ",2020-09-07 11:20:19+00:00,4,,
61,1302929191361339392,https://twitter.com/s31195185/status/1302929191361339392,TUFF_Movie,"Fauci right. The chart simply means these people had underlying conditions. They didn’t die from obesity Alzheimer’s,dementia. They died from Covid. These underlying conditions contributed to getting infected  and  added to severity of Covid.",2020-09-07 11:18:21+00:00,0,,
63,1302927007123111936,https://twitter.com/wyldementia/status/1302927007123111936,,"We have @StirAlumni who says “""Geron-technology” is a key aspect in the 21st century in supporting senior citizens and to achieve ageing in place, but it has challenges too, especially during covid and in people living with #dementia. Learn about how we did it in Hong Kong.""",2020-09-07 11:09:40+00:00,0,@StirAlumni,#dementia
64,1302926388630962181,https://twitter.com/alzheimerssoc/status/1302926388630962181,,"We had planned to support HUG by @LAUGHCardiffMet through our Accelerator Program but due to COVID we are focusing our resources on frontline services. That’s not stopping them, you can help the team bring HUG to people with dementia below! ",2020-09-07 11:07:12+00:00,9,@LAUGHCardiffMet,
66,1302919413776232449,https://twitter.com/hughbie/status/1302919413776232449,RealDeniseWelch,They (@MattHancock) doesn't give a toss about cancer deaths or heart attacks or strokes or dementia or car accidents or sepsis. Covid gives them Dictatorial powers so worth so much more.,2020-09-07 10:39:29+00:00,2,@MattHancock,
68,1302913987810656256,https://twitter.com/Dementiawho/status/1302913987810656256,Carer49,"That's terrible, I wonder how many others in the same situation, probably having to use up savings etc to survive Covid. ♥️",2020-09-07 10:17:56+00:00,1,,
69,1302906414659239937,https://twitter.com/Nicolajfishman/status/1302906414659239937,Kathy_bance,Not that I'm aware of but there ought to be. Even if none is available in time for Covid-19 we should learn the lessons and get prepared If only we'd had all the dementia cafes and other #community groups with techie skills we could have supported more people during this pandemic,2020-09-07 09:47:50+00:00,0,,#community
71,1302899278915031040,https://twitter.com/DavidmcmahonM/status/1302899278915031040,,@sdrc_research excited to hear about current landscape of dementia research and how we cope in the covid climate - challenges and opportunities ,2020-09-07 09:19:29+00:00,0,@sdrc_research,
72,1302893720006782977,https://twitter.com/SimonGr41594862/status/1302893720006782977,WoodIandWitch,Yea.. covid can effect the brain - brain fog etc. To the extent it can even accelerate dementia..,2020-09-07 08:57:24+00:00,0,,
73,1302876478250659840,https://twitter.com/pelfad/status/1302876478250659840,KirstieMAllsopp,"This is such a difficult issue. Mental health, particularly for those who were struggling b4 Covid dementia, depression, etc. has been dealt an extremely destructive blow by the lockdown restrictions.",2020-09-07 07:48:53+00:00,0,,
74,1302864618881155076,https://twitter.com/KendrickIan/status/1302864618881155076,NadineDorries,"We need to learn to live with the risk and get on with our normal lives. The lockdown causes more problems than it solves. Is Covid the only illness we worry about now? Cancer, Dementia, Depression, Diabetes.....",2020-09-07 07:01:45+00:00,0,,
76,1302831909613887489,https://twitter.com/2winmusic/status/1302831909613887489,kimny72,"Consider this, Kimberly. We've got lots of evidence to suggests covid's been here since last fall. No excess deaths that you're referring to until exactly the week of the shutdowns. Panic/lockdowns killed A LOT of people. Cancer, heart disease, dimentia patients left to die. ",2020-09-07 04:51:47+00:00,0,,
77,1302817641854152704,https://twitter.com/bretplate/status/1302817641854152704,Kokomothegreat,"Hoooolleeeee shit. Well, they are a private company, but...I wonder how all the ex-employees who got axed at the beginning of Covid so the owners didn't have to pay their health insurance feel? Wonder if any of them died?",2020-09-07 03:55:05+00:00,1,,
79,1302800132610519041,https://twitter.com/amcl2004/status/1302800132610519041,Jim_Pembroke,"😂 So the $200B of increase debt doesn’t need to be paid back. Do you have early stage dementia? You should get checked Speaking of fear mongering, the CFRs for COVID are much lower than the initial estimates that created the panic in March. Most Euro countries are moving on",2020-09-07 02:45:31+00:00,0,,
82,1302784866237337601,https://twitter.com/AJohnsonHist/status/1302784866237337601,,"Can’t believe NFL football is really returning this Thursday. They didn’t take the proper procedures like the NBA, & we can’t ignore the NYT article on racism embedded in dementia/CTE claims, which will only proliferate with potential COVID cases among players of diff ethnicities",2020-09-07 01:44:51+00:00,0,,
83,1302768869732483072,https://twitter.com/Otisofmayberry1/status/1302768869732483072,IngrahamAngle,Look into the report circulating that only 6 % of deaths were Covid realated😳😳😳😳😳,2020-09-07 00:41:17+00:00,0,,
84,1302766734470975490,https://twitter.com/kashmirismine/status/1302766734470975490,catlady111310,"CDC August 26,2020 COMORBIDITIES 6% Died from COVID-19 94% had 2.6 health conditions contributing to death..ie Heart, Cancer, Renal failure, Dementia, Liver disease ...That means less than 10,000 actually died exclusively from COVID-19. You've been duped.",2020-09-07 00:32:48+00:00,3,,
85,1302766546515787781,https://twitter.com/beejerr/status/1302766546515787781,manofbepis,"Not nearly as weird as grabbing married women by the pussy and making fun of those with disabilities, while claiming to have Christian values. As for dementia, not being able to drink water or walk up stairs is up there with not looking at covid deaths as a function of population",2020-09-07 00:32:03+00:00,0,,
86,1302751592660127744,https://twitter.com/bmull821/status/1302751592660127744,realDailyWire,"COVID testing is accurate, vote by mail is trustworthy, and @joebiedein isn’t suffering from dementia ",2020-09-06 23:32:38+00:00,0,@joebiedein,
88,1302746097153171456,https://twitter.com/RandomG3y/status/1302746097153171456,sophie_e_j,"Stop being so gullible, right now people are dying because they’ve been denied treatment or had it delayed. More people die overall from dementia  and  Alzheimer’s disease than from Covid, and 95% of those who do had an existing health problem. This #NewNormal needs to be stopped.",2020-09-06 23:10:48+00:00,0,,#NewNormal
92,1302736846439448581,https://twitter.com/murphy300sco/status/1302736846439448581,Miss_Pellin,"No Covid testing last December, let alone Covid testing that overstated positives by the amount the current tests do. There was also no reimbursement to hospitals for ""Covid"" patients. When 92 year old dementia patients died last December, they were not Covid deaths.",2020-09-06 22:34:02+00:00,0,,
100,1302714288965070850,https://twitter.com/travelbahama/status/1302714288965070850,always92234822,The large Covid deaths can be pointed to inept dementia Democrat governors 👇👇 ,2020-09-06 21:04:24+00:00,0,,
101,1302710964870172686,https://twitter.com/webber_9esw9/status/1302710964870172686,MaxBoot,"It’s not about competence. Yes, he’s incompetent now, but if he ever re-gained it, which he won’t bc dementia is a 1 way street he’d just be a more effective sociopath at exacting vengeance  and  destroying America If he was “competent” there’d be 1MM ppl dead by now from COVID. ",2020-09-06 20:51:11+00:00,2,,
103,1302705123593015297,https://twitter.com/WriterRomana/status/1302705123593015297,duanev00,"I think that's what he's saying--he's debating counting the dementia deaths among the ""lockdown deaths"", that is, due to the lockdown, not due to COVID.",2020-09-06 20:27:59+00:00,0,,
104,1302703761039724550,https://twitter.com/WriterRomana/status/1302703761039724550,HeyBrentPope,"Very hard to separate. I'm sure the nursing homes don't want to admit that isolation and neglect killed people, and no one is going to fight them if they say COVID instead. No one was checking/verifying. And yes, isolation will kill a dementia patient in short order.",2020-09-06 20:22:34+00:00,0,,
108,1302685369763270658,https://twitter.com/vsb69/status/1302685369763270658,rodjgrimmer,Well I read a statistic that all those that had died via covid all had had the flu jab(gov web site). The flu jab is evil in itself  and  will eventually cause brain problems like Alzheimer's dementia etc because of the metals.,2020-09-06 19:09:29+00:00,0,,
110,1302680211134193664,https://twitter.com/BrickWallDef63/status/1302680211134193664,rushman6,"It was old, before covid. Still takes nothing away from the intent and argument that the guy thinks he can hide behind his dead son and mislead people to keep from being asked questions. But, can’t really blame him, With his dementia in sure he can’t remember shit anyways.",2020-09-06 18:48:59+00:00,0,,
111,1302678383982252035,https://twitter.com/Momofboys26/status/1302678383982252035,HotlineJosh,Appears she too has dementia.,2020-09-06 18:41:43+00:00,0,,
113,1302675437491978242,https://twitter.com/burns_roger/status/1302675437491978242,,The memory hole The rising prevalence of dementia is a global emergency. Covid is not going to impact as much as this.. ,2020-09-06 18:30:01+00:00,0,,
115,1302672998445576192,https://twitter.com/foteiniaraka/status/1302672998445576192,Blesson53579729,"Couldn’t agree more, the devastation of covid goes beyond the virus, mental health is so important especially to residence with dementia but also anyone that feels cut out from the outside world ❤️😍",2020-09-06 18:20:19+00:00,0,,
116,1302671378496323585,https://twitter.com/MattODigs/status/1302671378496323585,tina_bartlett,"While their loved ones are turned out of dementia care homes, into a COVID crisis, presumably, because of more crappy contracts.",2020-09-06 18:13:53+00:00,1,,
117,1302661140913291272,https://twitter.com/greengiant62/status/1302661140913291272,,"@Jeremy_Hunt 5 years ago you were in charge of promises made to dementia sufferers. This period has now ran out, with no new or continued iniatives other than attending more funerals from covid. These human beings are more important Now than 5 years ago.",2020-09-06 17:33:12+00:00,0,@Jeremy_Hunt,
118,1302658598124879873,https://twitter.com/JuanGar66213461/status/1302658598124879873,Sobana_Blupaw,Not happening...he will lose...saying 150 million on covid....sorry be health is obvious dementia,2020-09-06 17:23:06+00:00,0,,
119,1302655132581142528,https://twitter.com/AlexrealtorFl1/status/1302655132581142528,ScottAdamsSays,oh as opposed to an impeachment based on some dumb ukraine chat or 100 grand in Russian facebook ads? Or covid killing billions of 87 year olds with dementia?,2020-09-06 17:09:20+00:00,0,,
121,1302639774621204480,https://twitter.com/YrBFFAnna/status/1302639774621204480,,"Craigslist: bdrm in exchange for ‘part time’ care of elderly person w dementia: get up, bathroom, dress, breakfast. Reqs: references, background/credit, “mature, responsible, caring, have car”. Not req’d: licensure, anything Covid. I have so many thoughts.",2020-09-06 16:08:18+00:00,0,,
122,1302637420001796097,https://twitter.com/CovidMan2020/status/1302637420001796097,paulkrugman,He’s has to run on the dementia laden fossil that the Dems put forth. That’s all. 👍🏾,2020-09-06 15:58:57+00:00,0,,
123,1302618726920073217,https://twitter.com/SF3657/status/1302618726920073217,,"The average age of our Congress is 125. Almost all suffer from dementia, TDS, etc. Why hasn't Covid wiped them out!!",2020-09-06 14:44:40+00:00,0,,
126,1302594467346690049,https://twitter.com/EMFMurray/status/1302594467346690049,JolyonMaugham,No cases of covid in either of the 2 homes for people with dementia and complex nursing needs being closed after less than a year by @lpoolcouncil after a £17m+ investment.6 week eviction notice #millvina #brushwood #donotbelieveaword #becausewecare #theirvoice Please help 🙏🏻,2020-09-06 13:08:16+00:00,3,@lpoolcouncil,#millvina #brushwood #donotbelieveaword #becausewecare #theirvoice
127,1302590893631959040,https://twitter.com/shazza646/status/1302590893631959040,NellyTells,"In the U.K. it’s 31% of Covid deaths had dementia, 92% in total had a comorbidity.",2020-09-06 12:54:04+00:00,2,,
128,1302589846163279872,https://twitter.com/LuciaSMartin1/status/1302589846163279872,charliekirk11,"With a recycled campaign from 2016, his Covid 19 botched response, military scandal, dementia tests and mini strokes, the only thing surging is his bile. You can almost see him turn yellow from orange.",2020-09-06 12:49:54+00:00,1,,
130,1302579796438904832,https://twitter.com/alberttrigg/status/1302579796438904832,jimmy_1975,"Why? Are people who have died *with* covid somehow more precious than those who have died from cancelled cancer operations, TB or dementia, sent away to die from empty hospitals?",2020-09-06 12:09:58+00:00,0,,
131,1302577861690142723,https://twitter.com/PtGautamSays/status/1302577861690142723,,@IndiGo6E seeking refund of tickets for travel period during Covid-19 lockdown. passengers with high risk 1. Cancer survivor(64) 2. Dementia Patient (72) 3. 4 years old kid 4 . 2 year old kid Can't put above life in danger just to recover money. Plz show humanity,2020-09-06 12:02:17+00:00,0,@IndiGo6E,
132,1302577638691799041,https://twitter.com/Gav_5355/status/1302577638691799041,owenweir,"Can I ask what part of her advocating for people in circumstances such as yours, as well as other dangerous conditions such as heart disease, strokes, dementia etc; sets off your anxiety? She’s not denying covid, just asking for some badly needed perspective.",2020-09-06 12:01:24+00:00,0,,
135,1302552510822060032,https://twitter.com/DaphneAlcantar3/status/1302552510822060032,,More than ever it is crucial that we keep talking about dementia 💜 Ensure dementia remains a priority during and after #Covid-19 #LetsTalkAboutDementia #WorldAlzMonth,2020-09-06 10:21:33+00:00,1,,#Covid #LetsTalkAboutDementia #WorldAlzMonth
136,1302543817430773762,https://twitter.com/GansterCracker/status/1302543817430773762,realDailyWire,2021 dies from covid 20 complicated by dementia,2020-09-06 09:47:00+00:00,0,,
140,1302530015616147456,https://twitter.com/meyerjr/status/1302530015616147456,LambdaHard,His dementia is part of his being a sociopath. I had hoped he would mentally collapse before the existential crisis arrived (in this case - COVID-19) but I think the White House staff propped him up and he never folded.,2020-09-06 08:52:10+00:00,1,,
141,1302521858559012864,https://twitter.com/Lulubella_R/status/1302521858559012864,Lulubella_R,"They may have had dementia or heart issues or emphysema. However, but for covid they would likely still be here. It’s called causation. Another concept you don’t seem to grasp...",2020-09-06 08:19:45+00:00,0,,
142,1302521066934337536,https://twitter.com/mark_perry309/status/1302521066934337536,jkalbrechtsen,"Jesus Christ... Andrew is a disgusting human being. I’ve visited and had many people I’ve had to interact with, with dementia of varying degrees. The humanity lost on some people like Andrew is appalling. Covid should not stop us interacting with our loved ones.",2020-09-06 08:16:36+00:00,0,,
143,1302520882619969537,https://twitter.com/TerfTiny/status/1302520882619969537,tempuslibris,"So dementia and heart disease don't hospitalize you? Get sick, go to hospital, die of covid. Thems the rules. Thanks for the heads up Dr Cristina.",2020-09-06 08:15:52+00:00,0,,
148,1302481453372993539,https://twitter.com/fmacskasy/status/1302481453372993539,LeighMa95820320,""" 90% of covid deaths over 80 dementia patients and patients with multiple health issues"" So what are you suggesting? That we allow in Covid19 because those dementia  and  other patients dont count? Do those lives not count in the tally of ""worthiness""?!",2020-09-06 05:39:12+00:00,0,,
151,1302456394445066241,https://twitter.com/onduties/status/1302456394445066241,Jenny_Gumpp,Dan did say elimination is impossible at his presser... eg Covid patients like an aged Dementia patient who can’t help with contact tracing ...,2020-09-06 03:59:37+00:00,0,,
152,1302440277542490112,https://twitter.com/HHisown/status/1302440277542490112,58isthenew40,A man with dementia fighting? 🤣🤣🤣🤣🤣🤣🤣🤣. He thinks killing babies is okay. And so does Kamala- so much so that PO supports her. Then YOU worry about Covid but not the babies killed by them. Hypocrite!!!,2020-09-06 02:55:34+00:00,0,,
155,1302421624302399488,https://twitter.com/PoliceBelief/status/1302421624302399488,tonytardio,"Fractured pelvis doesn’t kill you. It puts you in bed for a month where lung spaces collapse and significantly increase pneumonia risk. Dementia further increases all these risks. Plus age. Ie one led to the another. But her pelvis didn’t ‘kill’ her, Tony; Covid did.",2020-09-06 01:41:27+00:00,0,,
157,1302411941122437120,https://twitter.com/BStuik/status/1302411941122437120,jeff_kennett,"If I have cancer that’s being treated with good potential outcomes, but I then get Covid and die, what killed me? Because this is essentially the argument you’re making. If I have dementia and I get Covid and die, what killed me? If I have heart disease, but get Covid and die...",2020-09-06 01:02:59+00:00,0,,
158,1302409988472672256,https://twitter.com/LeighMa95820320/status/1302409988472672256,fmacskasy,"One NZ person a day dead from suicide and you are worried by covid, 90% of covid deaths over 80 dementia patients and patients with multiple health issues, while hospitals not doing cancer and medical treatment killing more patients",2020-09-06 00:55:13+00:00,0,,
159,1302402356836028416,https://twitter.com/kamranalishah/status/1302402356836028416,naveed1966,Lifafas have demonstrated selective dementia on Covid-19,2020-09-06 00:24:53+00:00,0,,
162,1302387960248233994,https://twitter.com/Georgejclarke/status/1302387960248233994,GoodPollokBoy,"But we won’t know what works until much further down the line. We do know lockdown has caused and will cause far more deaths than covid will. Cancer dementia deaths we already know are rising. Mental health, suicide, homelessness, poverty, loneliness the list goes on",2020-09-05 23:27:41+00:00,0,,
163,1302376534481743874,https://twitter.com/Georgejclarke/status/1302376534481743874,gregjmchugh,But Sweden didn’t lockdown and they’ve fared about the same as us? And also over a third were in care homes so if there had been a better strategy deaths would have been reduced. Lockdown deaths will be much higher than covid including already we know cancer and dementia deaths,2020-09-05 22:42:17+00:00,0,,
164,1302375521360076800,https://twitter.com/covid_1984/status/1302375521360076800,BernieSanders,"Yes vote for the one without dementia, the one who has ended wars and brought peace in Middle East, the one who has cut your taxes, and cares about the unborn.",2020-09-05 22:38:15+00:00,0,,
168,1302354242422759424,https://twitter.com/bluegum07/status/1302354242422759424,jeff_kennett,"I agree totally with you Jeff. No one in Victoria dies of any other issues apart from COVID -19. Cancer, heart disease, leukemia, dementia, parkinsons, influenza and many other diseases, have all thankfully been cured thanks to COVID. No one speaks of suicide deaths.",2020-09-05 21:13:42+00:00,0,,
170,1302344602763091970,https://twitter.com/arleneschn/status/1302344602763091970,IamQuailman,"Oh boy, me too. Shiiit. I was thinking Sean got COVID dementia 😂",2020-09-05 20:35:24+00:00,0,,
171,1302344116148350977,https://twitter.com/___Q__/status/1302344116148350977,RealDeniseWelch,"Dementia  and  heart disease aren’t highly contagious, Denise. Without the current measures, covid would kill hundreds of thousands. So please stop promoting complete fucking nonsense. Thanks.",2020-09-05 20:33:28+00:00,0,,
173,1302333612558172160,https://twitter.com/daretocontraire/status/1302333612558172160,,"The Covid virus is bad, but the virus of Govt is far worse having caused an increase in suicides, drug/alcohol abuse, dementia deaths, domestic violence, divorce, unemployment, small business bankruptcy, censorship, national debt, crony bailouts, wealth divide, and social unrest.",2020-09-05 19:51:44+00:00,0,,
174,1302310065534382080,https://twitter.com/NataliesNotions/status/1302310065534382080,AmericaTalks,"A couple of days ago he said he was tested for covid, let me guess , he’ll say the test came back POSITIVE but everyone knows he has dementia!!",2020-09-05 18:18:10+00:00,0,,
175,1302304351055159302,https://twitter.com/HomeNys/status/1302304351055159302,NYGovCuomo,The elderly in NYS nursing homes are dying from isolation. COVID positivity is &lt;1%. COVID isn't killing them. Cuomo's isolation policies are. ISOLATION IS KILLING NURSING HOME RESIDENTS EVERY DAY. Dementia and failure to thrive deaths are up. Cuomo's policies are wrong!!,2020-09-05 17:55:27+00:00,0,,
177,1302292934662987780,https://twitter.com/JimmyTrussels/status/1302292934662987780,AJKayWriter,"Original tweet doesn't explain anything. Both curves peak on 10-11 April. Then in the middle of full blown lockdowns (supposedly the thing causing extra dementia deaths), d-deaths start going down just as covid deaths do. Then in the beginning of July, both curves go up in tandem",2020-09-05 17:10:05+00:00,0,,
178,1302292090018238468,https://twitter.com/DangerCovid19/status/1302292090018238468,,Excess Weight May Increase Your Risk of Dementia ,2020-09-05 17:06:44+00:00,0,,
179,1302291742151016448,https://twitter.com/BadcrumbleRJH/status/1302291742151016448,ChiefScientific,"Says a lot about you that the best you can come up with is a non evidenced accusation of dementia and where she sends her kids to school. Patel talking to the Israeli government, Williamson leaking secrets, The governments reporters u turns and covid response, but focus on Abbott",2020-09-05 17:05:21+00:00,0,,
181,1302289917351997440,https://twitter.com/EMFMurray/status/1302289917351997440,lpoolcouncil,You’re concerned for people’s health?Do me a favour. You’re evicting 83 people with dementia and complex nursing needs to care homes requiring improvement in a pandemic.Reprehensible hypocrites.Survived covid?@lpoolcouncil will see you off #millvina #brushwood #becausewecare,2020-09-05 16:58:06+00:00,2,@lpoolcouncil,#millvina #brushwood #becausewecare
183,1302285838743728132,https://twitter.com/JimmyTrussels/status/1302285838743728132,seagertp,"This curve exactly follows covid cases/deaths curve: first up, then sharply down in the middle of full blown lockdowns, then up again during the second wave . Use your brain. These are covid deaths misclassified as dementia deaths.",2020-09-05 16:41:53+00:00,0,,
184,1302285306503352320,https://twitter.com/andrewb57/status/1302285306503352320,they_had_names,"And we do not do enough to fight that. Cancer, heart disease, diabetes and dementia have killed more than Covid this year. Covid will be 3rd by the end of the year if we do not control it",2020-09-05 16:39:47+00:00,0,,
186,1302283797807988737,https://twitter.com/BishopTonbridge/status/1302283797807988737,,LSE and UCL study shows 26% of UK Covid deaths have been of people living with dementia. God's calling to be the voice of the voiceless suggests we need to learn and make better plans for next time. Supporting the weak is not negotiable. @SeeOfRochester,2020-09-05 16:33:47+00:00,8,@SeeOfRochester,
187,1302282993860567040,https://twitter.com/_ChrisDriver/status/1302282993860567040,KentuckyBob2,"Glad you know me so well. I do care, but I also care about how deaths are accounted for. Dying from COVID vs dying with COVID are important distinctions. And if you look at excess deaths this year, the highest #’s are under dementia/Alzheimer’s. Nursing homes? That’s alarming.",2020-09-05 16:30:35+00:00,0,,
190,1302263914315603975,https://twitter.com/DavidWe70400072/status/1302263914315603975,,"Aug 31, 2020 CDC- only 6% of reported Covid-19 deaths actually have Covid-19 as only cause of deaths. The rest included: Cancer, Heart Disease, Diabetes, Poisoning, Dementia, Injury and everything else.",2020-09-05 15:14:46+00:00,0,,
